note_str,pitch,instrument_family_str
guitar_electronic_036-031-075,31,guitar
guitar_electronic_023-057-025,57,guitar
mallet_acoustic_067-089-050,89,mallet
bass_synthetic_048-071-050,71,bass
mallet_acoustic_020-044-050,44,mallet
keyboard_electronic_034-077-127,77,keyboard
guitar_electronic_034-042-025,42,guitar
mallet_electronic_004-074-050,74,mallet
bass_synthetic_027-052-127,52,bass
guitar_synthetic_005-037-050,37,guitar
organ_electronic_055-036-100,36,organ
mallet_acoustic_025-095-075,95,mallet
reed_acoustic_017-079-025,79,reed
bass_synthetic_097-061-025,61,bass
organ_electronic_009-078-100,78,organ
keyboard_electronic_056-085-127,85,keyboard
bass_synthetic_139-055-050,55,bass
bass_synthetic_120-037-025,37,bass
bass_electronic_013-067-127,67,bass
bass_synthetic_010-066-025,66,bass
brass_acoustic_063-059-127,59,brass
bass_synthetic_046-060-127,60,bass
guitar_electronic_009-092-025,92,guitar
keyboard_electronic_101-057-075,57,keyboard
keyboard_electronic_010-052-050,52,keyboard
mallet_electronic_012-084-050,84,mallet
keyboard_acoustic_016-080-050,80,keyboard
keyboard_electronic_083-099-025,99,keyboard
guitar_electronic_039-095-127,95,guitar
bass_synthetic_114-067-050,67,bass
reed_acoustic_004-049-050,49,reed
brass_acoustic_062-075-100,75,brass
keyboard_electronic_045-092-127,92,keyboard
keyboard_electronic_029-060-050,60,keyboard
organ_electronic_066-043-050,43,organ
keyboard_electronic_064-091-127,91,keyboard
organ_electronic_107-057-075,57,organ
reed_acoustic_058-073-075,73,reed
vocal_acoustic_024-076-025,76,vocal
flute_synthetic_004-078-075,78,flute
organ_electronic_106-075-100,75,organ
keyboard_acoustic_017-023-075,23,keyboard
bass_synthetic_027-081-100,81,bass
mallet_acoustic_018-038-100,38,mallet
mallet_electronic_003-105-127,105,mallet
reed_acoustic_013-077-075,77,reed
guitar_electronic_007-096-075,96,guitar
flute_synthetic_003-079-127,79,flute
keyboard_electronic_070-026-075,26,keyboard
bass_synthetic_000-103-025,103,bass
mallet_electronic_001-036-127,36,mallet
bass_synthetic_072-070-025,70,bass
mallet_electronic_008-051-025,51,mallet
guitar_electronic_014-067-025,67,guitar
bass_synthetic_051-076-127,76,bass
mallet_synthetic_004-045-100,45,mallet
keyboard_electronic_029-031-127,31,keyboard
mallet_acoustic_020-048-025,48,mallet
keyboard_electronic_084-075-050,75,keyboard
guitar_acoustic_019-095-075,95,guitar
bass_synthetic_124-028-127,28,bass
organ_electronic_100-028-050,28,organ
mallet_synthetic_001-091-050,91,mallet
guitar_acoustic_009-042-100,42,guitar
guitar_electronic_000-022-100,22,guitar
vocal_synthetic_012-087-025,87,vocal
keyboard_electronic_013-042-025,42,keyboard
bass_synthetic_025-093-100,93,bass
vocal_synthetic_010-067-025,67,vocal
bass_synthetic_120-031-127,31,bass
mallet_acoustic_025-029-100,29,mallet
bass_synthetic_115-050-100,50,bass
organ_electronic_004-071-100,71,organ
organ_electronic_046-038-050,38,organ
reed_acoustic_038-075-075,75,reed
bass_synthetic_013-072-100,72,bass
keyboard_acoustic_002-086-100,86,keyboard
string_acoustic_066-094-100,94,string
keyboard_electronic_030-097-050,97,keyboard
reed_acoustic_058-049-075,49,reed
vocal_acoustic_007-049-100,49,vocal
bass_synthetic_056-055-025,55,bass
guitar_electronic_009-071-100,71,guitar
bass_synthetic_095-078-025,78,bass
string_acoustic_041-080-025,80,string
mallet_acoustic_071-052-127,52,mallet
bass_synthetic_140-023-100,23,bass
bass_synthetic_111-060-025,60,bass
keyboard_electronic_007-052-127,52,keyboard
keyboard_synthetic_009-085-075,85,keyboard
string_acoustic_042-052-050,52,string
keyboard_electronic_008-046-025,46,keyboard
mallet_acoustic_024-030-127,30,mallet
guitar_electronic_036-032-075,32,guitar
string_acoustic_015-036-075,36,string
mallet_synthetic_000-070-075,70,mallet
organ_electronic_048-043-127,43,organ
brass_acoustic_004-032-050,32,brass
string_acoustic_077-025-025,25,string
organ_electronic_014-076-025,76,organ
bass_synthetic_139-048-075,48,bass
mallet_electronic_008-064-075,64,mallet
vocal_acoustic_018-059-127,59,vocal
keyboard_electronic_023-053-100,53,keyboard
string_acoustic_070-071-100,71,string
synth_lead_synthetic_009-051-127,51,synth_lead
organ_electronic_072-073-100,73,organ
string_acoustic_013-050-050,50,string
organ_electronic_068-045-127,45,organ
bass_synthetic_137-064-075,64,bass
mallet_acoustic_025-090-050,90,mallet
mallet_acoustic_023-031-025,31,mallet
keyboard_synthetic_006-026-127,26,keyboard
string_acoustic_036-066-100,66,string
keyboard_electronic_006-080-127,80,keyboard
guitar_electronic_043-031-100,31,guitar
guitar_acoustic_005-071-025,71,guitar
bass_synthetic_119-027-025,27,bass
keyboard_electronic_045-089-050,89,keyboard
organ_electronic_029-075-075,75,organ
synth_lead_synthetic_005-075-100,75,synth_lead
mallet_electronic_009-043-050,43,mallet
bass_synthetic_077-046-050,46,bass
organ_electronic_120-056-127,56,organ
string_acoustic_077-060-075,60,string
organ_electronic_005-030-050,30,organ
bass_synthetic_131-094-050,94,bass
bass_synthetic_065-027-100,27,bass
guitar_synthetic_002-047-075,47,guitar
bass_synthetic_035-029-127,29,bass
mallet_acoustic_042-087-127,87,mallet
keyboard_electronic_026-095-025,95,keyboard
flute_acoustic_018-067-100,67,flute
keyboard_electronic_084-091-100,91,keyboard
guitar_electronic_046-095-127,95,guitar
vocal_synthetic_009-035-075,35,vocal
guitar_electronic_016-083-127,83,guitar
bass_electronic_032-028-025,28,bass
mallet_acoustic_022-075-075,75,mallet
organ_electronic_000-092-100,92,organ
string_acoustic_030-065-075,65,string
guitar_electronic_016-105-075,105,guitar
bass_synthetic_105-031-100,31,bass
reed_acoustic_039-064-127,64,reed
reed_acoustic_009-087-100,87,reed
organ_electronic_047-058-075,58,organ
mallet_electronic_006-039-127,39,mallet
bass_electronic_005-033-050,33,bass
keyboard_electronic_012-089-075,89,keyboard
bass_synthetic_107-107-075,107,bass
bass_synthetic_030-050-127,50,bass
mallet_acoustic_039-106-100,106,mallet
mallet_acoustic_032-071-025,71,mallet
organ_electronic_000-069-075,69,organ
keyboard_acoustic_013-057-050,57,keyboard
bass_synthetic_082-064-025,64,bass
bass_synthetic_078-042-050,42,bass
guitar_acoustic_000-059-050,59,guitar
keyboard_electronic_037-071-025,71,keyboard
guitar_synthetic_005-072-127,72,guitar
vocal_acoustic_003-046-127,46,vocal
bass_synthetic_100-031-075,31,bass
organ_electronic_037-084-025,84,organ
reed_acoustic_028-064-025,64,reed
guitar_electronic_020-085-127,85,guitar
guitar_acoustic_012-104-127,104,guitar
keyboard_electronic_109-024-075,24,keyboard
organ_electronic_102-069-127,69,organ
keyboard_electronic_102-064-100,64,keyboard
mallet_acoustic_069-050-127,50,mallet
guitar_electronic_032-029-050,29,guitar
organ_electronic_070-101-100,101,organ
string_acoustic_019-097-075,97,string
flute_acoustic_027-068-100,68,flute
guitar_electronic_035-044-100,44,guitar
mallet_acoustic_039-100-075,100,mallet
bass_synthetic_145-066-050,66,bass
keyboard_electronic_010-029-100,29,keyboard
string_acoustic_059-066-050,66,string
mallet_electronic_011-085-127,85,mallet
brass_acoustic_007-058-050,58,brass
organ_electronic_038-045-100,45,organ
bass_synthetic_021-093-075,93,bass
bass_synthetic_093-074-050,74,bass
mallet_electronic_006-091-100,91,mallet
bass_synthetic_136-073-100,73,bass
organ_electronic_039-076-025,76,organ
brass_acoustic_035-063-100,63,brass
keyboard_electronic_055-031-050,31,keyboard
flute_acoustic_022-069-100,69,flute
guitar_acoustic_026-076-075,76,guitar
bass_synthetic_128-059-075,59,bass
bass_synthetic_025-031-025,31,bass
keyboard_electronic_013-084-100,84,keyboard
bass_synthetic_111-065-025,65,bass
string_acoustic_039-044-025,44,string
mallet_acoustic_012-030-050,30,mallet
keyboard_electronic_105-093-025,93,keyboard
vocal_synthetic_013-077-127,77,vocal
mallet_acoustic_003-033-075,33,mallet
keyboard_electronic_109-034-127,34,keyboard
mallet_acoustic_054-078-075,78,mallet
bass_synthetic_026-094-025,94,bass
mallet_acoustic_010-048-050,48,mallet
mallet_acoustic_053-040-100,40,mallet
keyboard_electronic_012-092-025,92,keyboard
keyboard_acoustic_013-027-050,27,keyboard
brass_acoustic_017-067-100,67,brass
reed_acoustic_034-071-025,71,reed
vocal_acoustic_010-060-075,60,vocal
string_acoustic_050-060-025,60,string
mallet_acoustic_006-033-127,33,mallet
mallet_acoustic_028-043-025,43,mallet
organ_electronic_068-061-050,61,organ
guitar_electronic_031-078-025,78,guitar
organ_electronic_010-079-127,79,organ
mallet_synthetic_002-080-025,80,mallet
keyboard_electronic_005-091-075,91,keyboard
keyboard_electronic_016-070-100,70,keyboard
bass_synthetic_052-033-025,33,bass
keyboard_acoustic_012-027-075,27,keyboard
bass_synthetic_051-097-075,97,bass
mallet_electronic_010-021-050,21,mallet
mallet_electronic_000-073-075,73,mallet
mallet_acoustic_004-028-075,28,mallet
bass_synthetic_001-043-075,43,bass
keyboard_electronic_018-034-127,34,keyboard
guitar_electronic_032-062-025,62,guitar
guitar_electronic_039-059-050,59,guitar
bass_synthetic_035-097-050,97,bass
bass_synthetic_012-099-127,99,bass
keyboard_electronic_054-106-127,106,keyboard
bass_synthetic_052-044-050,44,bass
keyboard_electronic_095-099-127,99,keyboard
keyboard_electronic_060-072-127,72,keyboard
keyboard_electronic_086-080-127,80,keyboard
organ_electronic_054-043-075,43,organ
organ_electronic_000-057-050,57,organ
keyboard_electronic_089-026-127,26,keyboard
reed_acoustic_041-105-025,105,reed
bass_synthetic_129-103-127,103,bass
bass_synthetic_057-068-025,68,bass
organ_electronic_102-099-075,99,organ
mallet_acoustic_011-057-025,57,mallet
brass_acoustic_034-027-025,27,brass
bass_synthetic_048-093-075,93,bass
keyboard_electronic_045-034-100,34,keyboard
bass_synthetic_044-082-100,82,bass
vocal_acoustic_028-060-050,60,vocal
organ_electronic_009-059-050,59,organ
mallet_electronic_008-057-127,57,mallet
organ_electronic_085-034-050,34,organ
string_acoustic_032-076-100,76,string
keyboard_electronic_000-033-025,33,keyboard
reed_acoustic_045-061-100,61,reed
string_acoustic_036-094-025,94,string
string_acoustic_015-058-050,58,string
flute_acoustic_007-082-100,82,flute
organ_electronic_024-095-050,95,organ
reed_acoustic_008-063-127,63,reed
brass_acoustic_028-074-050,74,brass
organ_electronic_103-082-127,82,organ
keyboard_acoustic_008-055-050,55,keyboard
bass_synthetic_012-097-025,97,bass
organ_electronic_029-074-025,74,organ
bass_synthetic_137-047-075,47,bass
keyboard_electronic_032-052-050,52,keyboard
brass_acoustic_056-081-100,81,brass
keyboard_acoustic_010-085-127,85,keyboard
string_acoustic_035-090-100,90,string
organ_electronic_008-026-127,26,organ
keyboard_acoustic_011-065-100,65,keyboard
keyboard_electronic_073-037-050,37,keyboard
bass_synthetic_090-091-100,91,bass
guitar_electronic_003-102-127,102,guitar
keyboard_acoustic_005-084-075,84,keyboard
organ_electronic_053-023-025,23,organ
organ_electronic_069-104-050,104,organ
organ_electronic_102-066-050,66,organ
organ_electronic_068-037-050,37,organ
flute_synthetic_001-070-100,70,flute
bass_synthetic_019-073-075,73,bass
bass_synthetic_076-033-025,33,bass
keyboard_acoustic_006-106-127,106,keyboard
mallet_acoustic_034-082-025,82,mallet
bass_synthetic_038-049-050,49,bass
vocal_acoustic_003-039-127,39,vocal
organ_electronic_091-082-100,82,organ
mallet_synthetic_003-099-075,99,mallet
guitar_acoustic_019-090-100,90,guitar
synth_lead_synthetic_007-089-050,89,synth_lead
organ_electronic_106-050-075,50,organ
mallet_acoustic_019-071-127,71,mallet
keyboard_electronic_044-089-075,89,keyboard
mallet_acoustic_002-077-025,77,mallet
flute_acoustic_014-059-025,59,flute
bass_synthetic_095-065-100,65,bass
mallet_acoustic_014-084-050,84,mallet
bass_synthetic_005-101-050,101,bass
bass_synthetic_080-106-127,106,bass
bass_synthetic_045-049-127,49,bass
bass_synthetic_054-043-075,43,bass
keyboard_electronic_029-032-127,32,keyboard
string_acoustic_075-075-127,75,string
bass_synthetic_077-051-025,51,bass
guitar_acoustic_017-046-025,46,guitar
brass_acoustic_058-062-050,62,brass
bass_synthetic_125-038-127,38,bass
mallet_acoustic_019-084-050,84,mallet
bass_synthetic_111-069-127,69,bass
organ_electronic_100-036-050,36,organ
bass_synthetic_140-052-100,52,bass
organ_electronic_112-024-050,24,organ
organ_electronic_022-083-025,83,organ
guitar_acoustic_002-068-127,68,guitar
string_acoustic_067-064-050,64,string
bass_synthetic_112-030-025,30,bass
reed_acoustic_057-063-075,63,reed
bass_synthetic_074-031-100,31,bass
vocal_acoustic_011-075-127,75,vocal
guitar_acoustic_034-101-025,101,guitar
string_acoustic_087-036-100,36,string
mallet_acoustic_027-056-050,56,mallet
mallet_electronic_003-075-127,75,mallet
keyboard_electronic_042-096-025,96,keyboard
flute_acoustic_027-053-100,53,flute
organ_electronic_101-058-075,58,organ
bass_synthetic_020-042-075,42,bass
guitar_electronic_018-051-100,51,guitar
bass_synthetic_139-031-025,31,bass
mallet_electronic_007-076-025,76,mallet
keyboard_electronic_022-054-127,54,keyboard
keyboard_electronic_046-029-025,29,keyboard
organ_electronic_126-068-100,68,organ
organ_electronic_129-080-127,80,organ
guitar_synthetic_001-056-075,56,guitar
brass_acoustic_005-058-050,58,brass
organ_electronic_011-051-050,51,organ
keyboard_electronic_026-065-127,65,keyboard
reed_synthetic_000-097-127,97,reed
guitar_electronic_041-079-025,79,guitar
organ_electronic_091-068-050,68,organ
string_acoustic_051-062-075,62,string
mallet_acoustic_004-037-100,37,mallet
mallet_acoustic_006-058-025,58,mallet
organ_electronic_038-033-075,33,organ
mallet_acoustic_012-042-025,42,mallet
keyboard_electronic_065-045-075,45,keyboard
keyboard_acoustic_002-073-100,73,keyboard
reed_acoustic_056-057-100,57,reed
synth_lead_synthetic_001-046-050,46,synth_lead
synth_lead_synthetic_005-074-127,74,synth_lead
keyboard_electronic_106-052-025,52,keyboard
bass_synthetic_042-102-075,102,bass
guitar_electronic_004-055-075,55,guitar
string_acoustic_033-059-025,59,string
guitar_acoustic_031-067-075,67,guitar
bass_synthetic_032-021-025,21,bass
bass_synthetic_070-048-100,48,bass
bass_synthetic_066-059-075,59,bass
guitar_electronic_007-053-050,53,guitar
synth_lead_synthetic_000-087-050,87,synth_lead
bass_synthetic_123-086-127,86,bass
bass_synthetic_066-032-127,32,bass
keyboard_electronic_046-079-025,79,keyboard
keyboard_electronic_064-040-075,40,keyboard
bass_synthetic_030-038-075,38,bass
synth_lead_synthetic_001-084-050,84,synth_lead
bass_electronic_014-051-075,51,bass
mallet_acoustic_069-103-127,103,mallet
keyboard_synthetic_010-056-025,56,keyboard
string_acoustic_078-077-127,77,string
string_acoustic_005-084-050,84,string
organ_electronic_094-070-100,70,organ
keyboard_electronic_093-066-100,66,keyboard
flute_acoustic_001-059-075,59,flute
organ_electronic_106-053-075,53,organ
organ_electronic_089-076-075,76,organ
bass_electronic_024-056-050,56,bass
mallet_acoustic_039-022-075,22,mallet
keyboard_electronic_073-040-100,40,keyboard
guitar_electronic_014-064-100,64,guitar
guitar_acoustic_029-061-100,61,guitar
mallet_acoustic_074-067-025,67,mallet
guitar_acoustic_005-037-127,37,guitar
mallet_acoustic_012-083-050,83,mallet
mallet_acoustic_039-105-100,105,mallet
bass_synthetic_013-087-100,87,bass
bass_synthetic_085-096-075,96,bass
bass_synthetic_017-073-025,73,bass
bass_electronic_011-039-075,39,bass
brass_acoustic_020-040-100,40,brass
reed_acoustic_014-102-127,102,reed
keyboard_electronic_019-098-025,98,keyboard
bass_synthetic_051-024-050,24,bass
keyboard_electronic_042-077-075,77,keyboard
keyboard_electronic_087-073-100,73,keyboard
bass_synthetic_119-062-050,62,bass
keyboard_electronic_104-092-025,92,keyboard
synth_lead_synthetic_000-075-075,75,synth_lead
reed_acoustic_017-068-127,68,reed
guitar_electronic_016-031-050,31,guitar
organ_electronic_056-089-050,89,organ
guitar_acoustic_001-058-075,58,guitar
keyboard_synthetic_002-038-075,38,keyboard
mallet_acoustic_066-066-100,66,mallet
bass_synthetic_140-079-050,79,bass
organ_electronic_068-034-050,34,organ
guitar_acoustic_004-102-075,102,guitar
string_acoustic_009-052-025,52,string
mallet_acoustic_040-050-075,50,mallet
keyboard_electronic_081-037-127,37,keyboard
guitar_electronic_008-024-075,24,guitar
bass_synthetic_026-079-075,79,bass
string_acoustic_064-069-100,69,string
mallet_acoustic_064-024-127,24,mallet
bass_electronic_011-041-025,41,bass
mallet_acoustic_027-048-025,48,mallet
organ_electronic_031-050-075,50,organ
bass_synthetic_080-086-127,86,bass
keyboard_acoustic_000-108-050,108,keyboard
mallet_acoustic_018-107-127,107,mallet
bass_synthetic_030-094-050,94,bass
mallet_acoustic_013-075-050,75,mallet
mallet_acoustic_041-071-127,71,mallet
vocal_synthetic_015-091-025,91,vocal
keyboard_acoustic_015-083-075,83,keyboard
bass_synthetic_099-066-025,66,bass
synth_lead_synthetic_002-027-100,27,synth_lead
flute_acoustic_020-069-025,69,flute
organ_electronic_042-049-050,49,organ
reed_acoustic_046-033-075,33,reed
guitar_acoustic_001-044-025,44,guitar
keyboard_acoustic_007-069-050,69,keyboard
keyboard_electronic_009-049-075,49,keyboard
string_acoustic_089-050-100,50,string
bass_synthetic_112-021-127,21,bass
vocal_synthetic_001-080-075,80,vocal
organ_electronic_021-099-127,99,organ
string_acoustic_032-061-075,61,string
bass_synthetic_092-085-075,85,bass
bass_electronic_004-022-127,22,bass
bass_synthetic_053-026-127,26,bass
organ_electronic_090-075-127,75,organ
string_acoustic_031-068-050,68,string
mallet_acoustic_051-094-050,94,mallet
brass_acoustic_012-056-025,56,brass
bass_synthetic_051-081-050,81,bass
guitar_electronic_032-054-127,54,guitar
bass_synthetic_099-038-127,38,bass
organ_electronic_098-029-025,29,organ
organ_electronic_112-046-075,46,organ
mallet_acoustic_058-031-075,31,mallet
organ_electronic_094-032-127,32,organ
bass_synthetic_011-045-127,45,bass
bass_synthetic_053-071-127,71,bass
mallet_synthetic_002-026-075,26,mallet
bass_synthetic_061-046-050,46,bass
bass_synthetic_087-087-050,87,bass
keyboard_electronic_082-094-100,94,keyboard
guitar_electronic_020-081-127,81,guitar
keyboard_synthetic_005-090-025,90,keyboard
mallet_acoustic_066-059-025,59,mallet
bass_synthetic_152-099-127,99,bass
guitar_electronic_031-058-075,58,guitar
flute_synthetic_006-072-025,72,flute
string_acoustic_020-057-075,57,string
string_acoustic_000-051-025,51,string
brass_acoustic_001-035-075,35,brass
string_acoustic_029-087-025,87,string
bass_electronic_020-027-075,27,bass
bass_synthetic_015-024-025,24,bass
bass_synthetic_145-058-050,58,bass
mallet_acoustic_032-025-127,25,mallet
bass_synthetic_091-060-127,60,bass
brass_acoustic_045-043-100,43,brass
mallet_synthetic_002-105-100,105,mallet
synth_lead_synthetic_001-071-025,71,synth_lead
organ_electronic_119-027-127,27,organ
mallet_acoustic_005-038-100,38,mallet
organ_electronic_043-024-050,24,organ
bass_synthetic_090-101-100,101,bass
reed_acoustic_059-082-025,82,reed
vocal_acoustic_015-053-127,53,vocal
keyboard_electronic_029-053-127,53,keyboard
reed_acoustic_029-064-075,64,reed
mallet_acoustic_005-086-127,86,mallet
organ_electronic_020-081-075,81,organ
bass_synthetic_114-017-050,17,bass
flute_synthetic_006-091-100,91,flute
guitar_electronic_014-046-127,46,guitar
bass_synthetic_071-104-127,104,bass
mallet_acoustic_024-027-075,27,mallet
vocal_acoustic_002-069-075,69,vocal
bass_synthetic_115-071-050,71,bass
bass_electronic_011-024-050,24,bass
bass_synthetic_069-093-100,93,bass
keyboard_electronic_052-095-025,95,keyboard
keyboard_electronic_028-064-127,64,keyboard
bass_synthetic_042-070-127,70,bass
guitar_electronic_023-032-127,32,guitar
bass_synthetic_119-037-100,37,bass
reed_acoustic_015-089-075,89,reed
organ_electronic_097-042-025,42,organ
flute_synthetic_001-046-050,46,flute
mallet_acoustic_028-098-050,98,mallet
bass_electronic_036-053-100,53,bass
organ_electronic_043-102-050,102,organ
bass_synthetic_145-046-127,46,bass
bass_synthetic_058-022-025,22,bass
keyboard_electronic_102-045-050,45,keyboard
organ_electronic_003-068-127,68,organ
bass_synthetic_028-103-050,103,bass
string_acoustic_064-070-050,70,string
organ_electronic_085-052-075,52,organ
bass_synthetic_089-087-075,87,bass
guitar_electronic_010-063-127,63,guitar
reed_acoustic_009-070-127,70,reed
organ_electronic_086-077-100,77,organ
synth_lead_synthetic_004-082-127,82,synth_lead
mallet_acoustic_046-058-050,58,mallet
keyboard_acoustic_018-073-075,73,keyboard
keyboard_electronic_061-031-100,31,keyboard
vocal_acoustic_012-070-100,70,vocal
organ_electronic_043-041-100,41,organ
guitar_electronic_007-094-025,94,guitar
vocal_synthetic_008-054-075,54,vocal
organ_acoustic_001-049-127,49,organ
bass_synthetic_022-080-050,80,bass
bass_synthetic_092-053-100,53,bass
keyboard_electronic_083-071-127,71,keyboard
string_acoustic_044-046-100,46,string
guitar_electronic_038-071-100,71,guitar
keyboard_electronic_063-029-127,29,keyboard
string_acoustic_046-076-100,76,string
brass_acoustic_065-073-050,73,brass
brass_acoustic_011-043-025,43,brass
organ_electronic_080-080-127,80,organ
string_acoustic_088-059-100,59,string
organ_electronic_092-091-050,91,organ
mallet_acoustic_016-103-075,103,mallet
keyboard_electronic_028-035-100,35,keyboard
organ_electronic_074-028-127,28,organ
bass_synthetic_142-046-127,46,bass
reed_acoustic_029-067-075,67,reed
bass_synthetic_061-096-100,96,bass
bass_synthetic_046-086-127,86,bass
flute_synthetic_002-053-127,53,flute
keyboard_electronic_071-066-050,66,keyboard
organ_electronic_080-064-127,64,organ
bass_synthetic_064-025-075,25,bass
guitar_electronic_002-086-050,86,guitar
bass_synthetic_012-098-050,98,bass
organ_electronic_090-080-025,80,organ
bass_synthetic_130-053-100,53,bass
vocal_acoustic_016-069-025,69,vocal
keyboard_synthetic_012-086-075,86,keyboard
guitar_electronic_026-107-100,107,guitar
string_acoustic_037-042-075,42,string
flute_synthetic_002-049-100,49,flute
synth_lead_synthetic_005-084-075,84,synth_lead
bass_synthetic_137-083-025,83,bass
keyboard_acoustic_005-052-100,52,keyboard
guitar_electronic_031-077-100,77,guitar
keyboard_electronic_081-068-127,68,keyboard
bass_synthetic_072-066-025,66,bass
mallet_acoustic_064-051-127,51,mallet
mallet_acoustic_054-043-127,43,mallet
organ_electronic_029-083-075,83,organ
keyboard_acoustic_008-068-100,68,keyboard
organ_electronic_006-084-075,84,organ
bass_synthetic_115-027-025,27,bass
flute_acoustic_008-091-075,91,flute
guitar_synthetic_006-046-025,46,guitar
string_acoustic_013-027-050,27,string
mallet_acoustic_002-047-075,47,mallet
guitar_acoustic_005-068-050,68,guitar
bass_synthetic_014-039-025,39,bass
string_acoustic_090-056-025,56,string
mallet_acoustic_033-078-025,78,mallet
keyboard_electronic_016-044-100,44,keyboard
bass_synthetic_137-103-100,103,bass
bass_synthetic_013-086-025,86,bass
keyboard_electronic_009-034-050,34,keyboard
vocal_synthetic_001-079-100,79,vocal
bass_synthetic_105-095-025,95,bass
keyboard_synthetic_007-038-050,38,keyboard
keyboard_acoustic_000-074-100,74,keyboard
flute_acoustic_004-095-100,95,flute
bass_synthetic_025-067-100,67,bass
mallet_acoustic_050-049-025,49,mallet
keyboard_electronic_093-058-050,58,keyboard
mallet_acoustic_021-088-025,88,mallet
mallet_acoustic_029-050-025,50,mallet
keyboard_electronic_031-045-075,45,keyboard
keyboard_electronic_102-107-075,107,keyboard
keyboard_acoustic_007-027-100,27,keyboard
guitar_acoustic_000-094-100,94,guitar
brass_acoustic_003-076-127,76,brass
string_acoustic_003-069-127,69,string
guitar_acoustic_012-056-075,56,guitar
bass_synthetic_018-066-025,66,bass
keyboard_electronic_046-027-100,27,keyboard
keyboard_synthetic_006-074-075,74,keyboard
brass_acoustic_041-066-050,66,brass
keyboard_electronic_068-040-100,40,keyboard
keyboard_electronic_036-076-075,76,keyboard
reed_acoustic_032-064-127,64,reed
brass_acoustic_062-042-025,42,brass
bass_synthetic_056-047-075,47,bass
keyboard_electronic_022-105-127,105,keyboard
guitar_electronic_024-036-100,36,guitar
brass_acoustic_008-051-075,51,brass
guitar_acoustic_004-070-127,70,guitar
mallet_acoustic_034-083-100,83,mallet
bass_synthetic_071-050-050,50,bass
bass_synthetic_010-050-100,50,bass
mallet_acoustic_003-031-100,31,mallet
keyboard_electronic_033-030-127,30,keyboard
guitar_electronic_030-065-075,65,guitar
string_acoustic_011-092-075,92,string
string_acoustic_044-038-075,38,string
keyboard_acoustic_008-080-050,80,keyboard
brass_acoustic_053-051-100,51,brass
bass_synthetic_045-060-075,60,bass
organ_electronic_026-076-075,76,organ
organ_electronic_087-068-100,68,organ
bass_electronic_026-048-075,48,bass
guitar_acoustic_017-047-100,47,guitar
vocal_synthetic_015-036-050,36,vocal
mallet_electronic_002-108-050,108,mallet
synth_lead_synthetic_012-048-100,48,synth_lead
bass_synthetic_065-045-025,45,bass
guitar_synthetic_008-097-025,97,guitar
mallet_electronic_006-046-127,46,mallet
reed_acoustic_051-055-075,55,reed
flute_acoustic_007-090-100,90,flute
keyboard_electronic_054-045-127,45,keyboard
bass_synthetic_043-030-100,30,bass
mallet_acoustic_048-066-127,66,mallet
synth_lead_synthetic_004-086-127,86,synth_lead
keyboard_acoustic_008-053-100,53,keyboard
keyboard_electronic_054-067-100,67,keyboard
mallet_electronic_002-092-050,92,mallet
brass_acoustic_048-077-025,77,brass
bass_synthetic_057-084-075,84,bass
keyboard_electronic_006-076-127,76,keyboard
mallet_acoustic_045-084-050,84,mallet
organ_electronic_040-043-100,43,organ
string_acoustic_008-028-127,28,string
mallet_acoustic_051-030-075,30,mallet
bass_synthetic_071-057-025,57,bass
organ_electronic_099-050-075,50,organ
mallet_acoustic_077-069-025,69,mallet
mallet_electronic_008-089-025,89,mallet
mallet_acoustic_065-065-050,65,mallet
keyboard_electronic_038-102-025,102,keyboard
mallet_acoustic_048-071-025,71,mallet
bass_synthetic_082-103-075,103,bass
bass_synthetic_014-082-025,82,bass
bass_synthetic_074-089-025,89,bass
bass_synthetic_045-070-127,70,bass
keyboard_electronic_095-052-127,52,keyboard
keyboard_electronic_088-037-050,37,keyboard
guitar_acoustic_026-027-127,27,guitar
organ_electronic_047-077-127,77,organ
bass_synthetic_111-074-075,74,bass
synth_lead_synthetic_005-023-025,23,synth_lead
keyboard_electronic_045-055-050,55,keyboard
organ_electronic_067-077-100,77,organ
guitar_synthetic_002-104-100,104,guitar
guitar_electronic_033-073-127,73,guitar
synth_lead_synthetic_012-066-050,66,synth_lead
organ_electronic_017-035-050,35,organ
mallet_acoustic_001-060-075,60,mallet
mallet_synthetic_001-093-075,93,mallet
guitar_acoustic_017-096-075,96,guitar
keyboard_electronic_026-039-100,39,keyboard
keyboard_electronic_084-083-025,83,keyboard
keyboard_synthetic_010-065-075,65,keyboard
organ_electronic_070-092-100,92,organ
bass_synthetic_087-050-025,50,bass
flute_synthetic_001-055-025,55,flute
bass_synthetic_055-025-050,25,bass
string_acoustic_035-087-025,87,string
bass_synthetic_111-077-075,77,bass
guitar_synthetic_000-050-127,50,guitar
bass_synthetic_040-043-075,43,bass
mallet_acoustic_011-101-050,101,mallet
mallet_acoustic_011-050-100,50,mallet
keyboard_electronic_106-053-100,53,keyboard
brass_acoustic_049-063-100,63,brass
keyboard_electronic_060-045-050,45,keyboard
keyboard_electronic_008-070-100,70,keyboard
mallet_acoustic_013-079-050,79,mallet
guitar_acoustic_005-039-025,39,guitar
guitar_synthetic_008-080-127,80,guitar
bass_synthetic_065-053-050,53,bass
organ_electronic_109-076-025,76,organ
bass_synthetic_139-107-100,107,bass
string_acoustic_077-036-127,36,string
reed_acoustic_044-094-075,94,reed
